job_id,job_title,domain,company,location,state,employment_type,seniority,salary_min_lpa,salary_max_lpa,experience_min_years,experience_max_years,job_description,skills,skills_count,source_type,source_note
SKL100267,Data Analyst,Data & Analytics,BluePeak Consulting,Gurugram,Haryana,Contract,Senior,8.4,12.7,4,6,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Gurugram and works with cross-functional teams.","Power BI, Excel, SQL, Python, JavaScript, Data Visualization, Statistics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100268,HR Analyst,HR & Operations,InnoSoft,Noida,Uttar Pradesh,Full-time,Junior,3.1,8.7,1,2,"Analyze workforce data, prepare HR reports, and support evidence-based people and talent decisions. The role is based in Noida and works with cross-functional teams.","SQL, Power BI, Data Analysis, Excel, HR Analytics, Communication, Java",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100269,Business Analyst,Business & Analytics,MahaTech Industries,Aurangabad,Maharashtra,Full-time,Senior,8.4,11.3,4,6,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Aurangabad and works with cross-functional teams.","Statistics, Excel, Power BI, Communication, Business Analysis, SQL",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100270,Industrial AI Engineer,Engineering & AI,SmartFab Technologies,Hyderabad,Telangana,Full-time,Junior,14.2,15.3,1,5,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Hyderabad and works with cross-functional teams.","IoT, Machine Learning, Computer Vision, Git, SQL, Industrial AI, Python",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100271,Automation Engineer,Engineering & Automation,Quantix Labs,Thane,Maharashtra,Full-time,Entry Level,10.8,13.4,0,2,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Thane and works with cross-functional teams.","SCADA, Manufacturing, Industrial Automation, Python, PLC, IoT, Incident Response, Sensors",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100272,Business Analyst,Business & Analytics,FutureGrid,Thane,Maharashtra,Full-time,Senior,9.6,10.8,4,7,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Thane and works with cross-functional teams.","Power BI, Communication, SQL, Statistics, Excel, Business Analysis",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100273,Cloud Engineer,Cloud & DevOps,InnoSoft,Mumbai,Maharashtra,Full-time,Mid Level,15.1,17.0,2,6,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Mumbai and works with cross-functional teams.","CI/CD, Linux, Azure, Kubernetes, AWS, Docker, C#",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100274,Industrial AI Engineer,Engineering & AI,BluePeak Consulting,Pune,Maharashtra,Full-time,Senior,12.1,15.2,6,7,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Pune and works with cross-functional teams.","TensorFlow, Computer Vision, Python, Industrial Automation, Machine Learning, Industrial AI, SQL, IoT",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100275,Predictive Maintenance Engineer,Engineering & Manufacturing,InnoSoft,Kolkata,West Bengal,Full-time,Mid Level,7.1,12.9,3,5,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Kolkata and works with cross-functional teams.,"Python, Predictive Maintenance, Machine Learning, Sensor Analytics, PLC, IoT, HR Analytics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100276,EV Data Analyst,Automotive & EV,Vertex Systems,Noida,Uttar Pradesh,Full-time,Junior,9.0,11.4,1,3,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Noida and works with cross-functional teams.","EV Analytics, Python, Statistics, Power BI, SolidWorks, SQL, Excel",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100277,EV Data Analyst,Automotive & EV,InsightWorks,Hyderabad,Telangana,Full-time,Senior,9.4,14.9,4,8,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Hyderabad and works with cross-functional teams.","Power BI, SQL, Statistics, Excel, EV Analytics, Python, Sensor Analytics, Data Structures",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100278,Data Scientist,AI & Data,MahaTech Industries,Noida,Uttar Pradesh,Full-time,Mid Level,13.5,15.3,2,5,"Build statistical and machine-learning models, prepare datasets, evaluate model performance, and communicate findings. The role is based in Noida and works with cross-functional teams.","Scikit-learn, Statistics, Pandas, Networking, Python, SQL, Machine Learning",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100279,Automation Engineer,Engineering & Automation,SkillTech,Mumbai,Maharashtra,Contract,Senior,9.9,13.7,5,7,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Mumbai and works with cross-functional teams.","IoT, Sensors, SCADA, PLC, Industrial Automation, Python",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100280,Business Analyst,Business & Analytics,MahaTech Industries,Chennai,Tamil Nadu,Full-time,Entry Level,5.6,11.0,0,3,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Chennai and works with cross-functional teams.","Business Analysis, SQL, Communication, SCADA, Power BI, Statistics, Excel",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100281,Automation Engineer,Engineering & Automation,NextGen Analytics,Nashik,Maharashtra,Full-time,Junior,9.9,11.5,1,3,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Nashik and works with cross-functional teams.","SCADA, Sensors, PLC, Python, Industrial Automation, IoT",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100282,Data Analyst,Data & Analytics,VisionEdge,Thane,Maharashtra,Full-time,Junior,4.3,6.9,1,2,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Thane and works with cross-functional teams.","Python, Excel, SQL, Power BI, Statistics, Data Visualization",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100283,Business Analyst,Business & Analytics,CloudSphere,Chennai,Tamil Nadu,Full-time,Junior,10.3,12.1,1,2,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Chennai and works with cross-functional teams.","SQL, Business Analysis, Communication, Linux, Statistics, HR Analytics, Power BI, Excel",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100284,Cloud Engineer,Cloud & DevOps,SkillTech,Ahmedabad,Gujarat,Contract,Senior,17.0,22.1,5,9,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Ahmedabad and works with cross-functional teams.","Linux, 3D Mathematics, AWS, C++, Kubernetes, Azure, Docker, CI/CD",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100285,Machine Learning Engineer,AI & Machine Learning,DataBridge,Bengaluru,Karnataka,Full-time,Senior,7.3,10.9,5,8,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Bengaluru and works with cross-functional teams.","Scikit-learn, Machine Learning, Python, Docker, TensorFlow, PyTorch, IoT",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100286,Business Analyst,Business & Analytics,NextGen Analytics,Chennai,Tamil Nadu,Contract,Entry Level,11.8,16.6,0,2,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Chennai and works with cross-functional teams.","Communication, Power BI, SQL, Business Analysis, 3D Mathematics, Statistics, Microcontrollers, Excel",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100287,AI Engineer,AI & Machine Learning,IndusWorks,Gurugram,Haryana,Full-time,Junior,16.3,17.5,1,5,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Gurugram and works with cross-functional teams.","TensorFlow, SQL, PyTorch, Deep Learning, Machine Learning, Python",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100288,Cybersecurity Analyst,Cybersecurity,InnoSoft,Bengaluru,Karnataka,Full-time,Mid Level,7.9,9.0,3,7,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Bengaluru and works with cross-functional teams.","Linux, SIEM, Networking, Kubernetes, Python, C, Incident Response, Cybersecurity",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100289,HR Analyst,HR & Operations,BluePeak Consulting,Kolkata,West Bengal,Full-time,Entry Level,7.7,10.2,0,3,"Analyze workforce data, prepare HR reports, and support evidence-based people and talent decisions. The role is based in Kolkata and works with cross-functional teams.","Excel, Data Analysis, HR Analytics, Communication, Power BI",5,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100290,Industrial AI Engineer,Engineering & AI,CoreStack,Nashik,Maharashtra,Full-time,Mid Level,14.2,19.2,2,4,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Nashik and works with cross-functional teams.","Machine Learning, Computer Vision, Industrial AI, Python, Data Visualization, SQL, Unity, IoT",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100291,Data Scientist,AI & Data,InsightWorks,Pune,Maharashtra,Full-time,Senior,11.4,17.1,5,9,"Build statistical and machine-learning models, prepare datasets, evaluate model performance, and communicate findings. The role is based in Pune and works with cross-functional teams.","Pandas, Python, Statistics, SQL, Machine Learning, Circuit Design, Scikit-learn",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100292,Full Stack Developer,Software & IT,SkillTech,Nagpur,Maharashtra,Full-time,Mid Level,5.6,9.9,2,4,Build responsive web applications across frontend and backend services and integrate APIs and databases. The role is based in Nagpur and works with cross-functional teams.,"React, Git, SQL, Node.js, JavaScript, HTML, CSS, Sensor Analytics, Analytics",9,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100293,Machine Learning Engineer,AI & Machine Learning,InsightWorks,Nagpur,Maharashtra,Contract,Senior,11.3,15.6,4,7,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Nagpur and works with cross-functional teams.","PyTorch, Machine Learning, TensorFlow, Docker, Scikit-learn, Python",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100294,Automation Engineer,Engineering & Automation,SkillTech,Thane,Maharashtra,Contract,Senior,9.5,11.3,5,8,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Thane and works with cross-functional teams.","RTOS, Embedded Systems, Python, Industrial Automation, PLC, SCADA, IoT, Sensors",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100295,Cybersecurity Analyst,Cybersecurity,Quantix Labs,Jaipur,Rajasthan,Full-time,Junior,11.9,15.2,1,4,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Jaipur and works with cross-functional teams.","Linux, REST API, Incident Response, Cybersecurity, Python, SIEM, Networking",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100296,Software Engineer,Software & IT,CoreStack,Kolkata,West Bengal,Full-time,Junior,12.3,16.5,1,4,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Kolkata and works with cross-functional teams.","Java, Data Structures, SQL, Git, SolidWorks, REST API, AutoCAD, Python",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100297,EV Data Analyst,Automotive & EV,CoreStack,Aurangabad,Maharashtra,Contract,Senior,9.2,11.0,4,8,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Aurangabad and works with cross-functional teams.","Excel, Python, Statistics, SQL, Power BI, EV Analytics, Communication",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100298,HR Analyst,HR & Operations,TechNova Solutions,Chennai,Tamil Nadu,Full-time,Junior,7.5,9.2,1,3,"Analyze workforce data, prepare HR reports, and support evidence-based people and talent decisions. The role is based in Chennai and works with cross-functional teams.","Excel, Communication, Power BI, Data Analysis, HR Analytics",5,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100299,Data Scientist,AI & Data,AutoNext,Nagpur,Maharashtra,Full-time,Mid Level,8.6,10.8,2,3,"Build statistical and machine-learning models, prepare datasets, evaluate model performance, and communicate findings. The role is based in Nagpur and works with cross-functional teams.","Machine Learning, SQL, Pandas, Python, IoT, Circuit Design, Statistics, Scikit-learn",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100300,Predictive Maintenance Engineer,Engineering & Manufacturing,DataBridge,Noida,Uttar Pradesh,Contract,Senior,10.0,13.8,5,8,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Noida and works with cross-functional teams.,"Microcontrollers, IoT, PLC, Python, Predictive Maintenance, Machine Learning, Sensor Analytics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100301,DevOps Engineer,Cloud & DevOps,InnoSoft,Chennai,Tamil Nadu,Full-time,Mid Level,11.8,15.3,3,6,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Chennai and works with cross-functional teams.","3D Mathematics, CI/CD, MATLAB, Linux, Git, Docker, AWS, Kubernetes",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100302,Software Engineer,Software & IT,Nova Mobility,Nashik,Maharashtra,Contract,Mid Level,11.6,14.7,2,3,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Nashik and works with cross-functional teams.","Java, SQL, Power BI, REST API, Data Structures, Git, Python",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100303,Data Analyst,Data & Analytics,MahaTech Industries,Nagpur,Maharashtra,Full-time,Junior,4.2,7.7,1,3,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Nagpur and works with cross-functional teams.","Data Visualization, Python, C++, Excel, Statistics, SQL, Analytics, Power BI",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100304,AI Engineer,AI & Machine Learning,VisionEdge,Nagpur,Maharashtra,Contract,Senior,18.3,20.1,5,9,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Nagpur and works with cross-functional teams.","PyTorch, SQL, Python, Deep Learning, Manufacturing, TensorFlow, Machine Learning",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100305,Electronics Engineer,Electronics & Embedded,NextGen Analytics,Delhi,Delhi,Full-time,Junior,6.0,7.5,1,5,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Delhi and works with cross-functional teams.","Embedded Systems, PCB Design, Circuit Design, MATLAB, Testing, C",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100306,Industrial AI Engineer,Engineering & AI,SkillTech,Kolkata,West Bengal,Contract,Senior,15.7,19.3,5,6,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Kolkata and works with cross-functional teams.","Industrial AI, SQL, IoT, Machine Learning, Computer Vision, Python",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100307,Predictive Maintenance Engineer,Engineering & Manufacturing,Quantix Labs,Bengaluru,Karnataka,Full-time,Entry Level,6.7,11.7,0,4,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Bengaluru and works with cross-functional teams.,"Machine Learning, Sensor Analytics, IoT, Python, EV Analytics, PLC, Predictive Maintenance",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100308,Industrial AI Engineer,Engineering & AI,CloudSphere,Ahmedabad,Gujarat,Contract,Junior,12.6,16.3,1,4,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Ahmedabad and works with cross-functional teams.","Machine Learning, Computer Vision, IoT, Industrial AI, CSS, SQL, Python",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100309,Cloud Engineer,Cloud & DevOps,SmartFab Technologies,Gurugram,Haryana,Full-time,Senior,7.2,10.3,4,7,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Gurugram and works with cross-functional teams.","AWS, Azure, Docker, CI/CD, Scikit-learn, Linux, Kubernetes, Data Visualization",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100310,Mechanical Design Engineer,Engineering & Manufacturing,CoreStack,Chennai,Tamil Nadu,Full-time,Mid Level,5.9,9.7,3,5,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Chennai and works with cross-functional teams.","Docker, AutoCAD, Mechanical Design, SolidWorks, CAD, GD&T, Manufacturing",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100311,Automation Engineer,Engineering & Automation,Nova Mobility,Ahmedabad,Gujarat,Contract,Entry Level,8.1,13.0,0,2,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Ahmedabad and works with cross-functional teams.","Industrial Automation, Market Research, Sensors, Python, PCB Design, IoT, SCADA, PLC",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100312,AI Engineer,AI & Machine Learning,DataBridge,Mumbai,Maharashtra,Full-time,Mid Level,8.0,9.2,2,5,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Mumbai and works with cross-functional teams.","Machine Learning, Python, Statistics, Deep Learning, SQL, TensorFlow, PyTorch",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100313,Industrial AI Engineer,Engineering & AI,TechNova Solutions,Hyderabad,Telangana,Full-time,Mid Level,8.1,13.1,2,5,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Hyderabad and works with cross-functional teams.","SQL, Pandas, Kubernetes, IoT, Python, Machine Learning, Industrial AI, Computer Vision",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100314,AI Engineer,AI & Machine Learning,InnoSoft,Aurangabad,Maharashtra,Full-time,Mid Level,12.3,14.3,3,7,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Aurangabad and works with cross-functional teams.","PyTorch, Machine Learning, Deep Learning, TensorFlow, Python, SQL",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100315,HR Analyst,HR & Operations,DataBridge,Jaipur,Rajasthan,Full-time,Junior,5.7,8.7,1,3,"Analyze workforce data, prepare HR reports, and support evidence-based people and talent decisions. The role is based in Jaipur and works with cross-functional teams.","Data Analysis, Excel, Communication, HR Analytics, Power BI",5,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100316,Predictive Maintenance Engineer,Engineering & Manufacturing,SmartFab Technologies,Aurangabad,Maharashtra,Contract,Entry Level,12.8,17.9,0,3,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Aurangabad and works with cross-functional teams.,"Python, Machine Learning, PLC, IoT, Cybersecurity, Predictive Maintenance, Sensor Analytics, PCB Design",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100317,Embedded Systems Engineer,Electronics & Embedded,TechNova Solutions,Jaipur,Rajasthan,Full-time,Mid Level,6.3,9.2,3,4,Develop firmware and embedded applications for microcontrollers and connected devices. The role is based in Jaipur and works with cross-functional teams.,"C, Microcontrollers, RTOS, Embedded Systems, C++, Git",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100318,Cybersecurity Analyst,Cybersecurity,FutureGrid,Nagpur,Maharashtra,Full-time,Entry Level,10.1,15.2,0,4,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Nagpur and works with cross-functional teams.","Cybersecurity, Networking, Incident Response, SIEM, Linux, Python",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100319,Embedded Systems Engineer,Electronics & Embedded,Nova Mobility,Aurangabad,Maharashtra,Full-time,Senior,8.5,10.5,5,7,Develop firmware and embedded applications for microcontrollers and connected devices. The role is based in Aurangabad and works with cross-functional teams.,"C, Microcontrollers, Embedded Systems, Sensor Analytics, Git, Data Analysis, C++, RTOS",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100320,Machine Learning Engineer,AI & Machine Learning,NextGen Analytics,Mumbai,Maharashtra,Contract,Senior,14.4,19.2,6,10,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Mumbai and works with cross-functional teams.","Python, Machine Learning, Docker, TensorFlow, Unity, PyTorch, Scikit-learn, Agile",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100321,Full Stack Developer,Software & IT,BluePeak Consulting,Ahmedabad,Gujarat,Contract,Mid Level,6.6,10.5,2,6,Build responsive web applications across frontend and backend services and integrate APIs and databases. The role is based in Ahmedabad and works with cross-functional teams.,"Git, React, Node.js, JavaScript, CSS, SQL, HTML",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100322,Full Stack Developer,Software & IT,Apex Digital,Hyderabad,Telangana,Full-time,Senior,7.5,8.5,5,9,Build responsive web applications across frontend and backend services and integrate APIs and databases. The role is based in Hyderabad and works with cross-functional teams.,"JavaScript, SQL, Communication, GD&T, Git, HTML, Node.js, CSS, React",9,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100323,Cybersecurity Analyst,Cybersecurity,SkillTech,Hyderabad,Telangana,Full-time,Mid Level,5.7,8.8,2,5,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Hyderabad and works with cross-functional teams.","Cybersecurity, Python, Linux, SIEM, Incident Response, Networking, Pandas",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100324,Embedded Systems Engineer,Electronics & Embedded,InsightWorks,Nashik,Maharashtra,Full-time,Senior,11.3,15.9,5,7,Develop firmware and embedded applications for microcontrollers and connected devices. The role is based in Nashik and works with cross-functional teams.,"C++, Embedded Systems, C, Git, Microcontrollers, RTOS",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100325,Industrial AI Engineer,Engineering & AI,TechNova Solutions,Ahmedabad,Gujarat,Contract,Mid Level,11.5,17.5,2,6,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Ahmedabad and works with cross-functional teams.","Machine Learning, Python, Linux, Industrial AI, IoT, Computer Vision, Kubernetes, SQL",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100326,Machine Learning Engineer,AI & Machine Learning,Nova Mobility,Gurugram,Haryana,Contract,Junior,16.8,20.1,1,3,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Gurugram and works with cross-functional teams.","TensorFlow, Python, Machine Learning, PyTorch, HTML, Business Analysis, Scikit-learn, Docker",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100327,Machine Learning Engineer,AI & Machine Learning,SkillTech,Thane,Maharashtra,Contract,Mid Level,18.8,21.2,2,4,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Thane and works with cross-functional teams.","Node.js, Scikit-learn, Machine Learning, Python, Docker, TensorFlow, PyTorch",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100328,Software Engineer,Software & IT,Nova Mobility,Jaipur,Rajasthan,Full-time,Senior,9.2,13.3,5,8,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Jaipur and works with cross-functional teams.","Git, REST API, Data Structures, SQL, Java, Scikit-learn, Python",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100329,Product Manager,Product & Business,DataBridge,Gurugram,Haryana,Full-time,Senior,10.5,13.8,6,10,"Define product priorities, analyze user and market needs, coordinate teams, and measure product outcomes. The role is based in Gurugram and works with cross-functional teams.","Market Research, Agile, Product Management, Communication, SQL, PyTorch, Analytics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100330,Software Engineer,Software & IT,CloudSphere,Gurugram,Haryana,Full-time,Senior,14.4,18.9,5,8,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Gurugram and works with cross-functional teams.","REST API, SQL, Python, Git, Data Structures, Java",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100331,Industrial AI Engineer,Engineering & AI,MahaTech Industries,Chennai,Tamil Nadu,Full-time,Junior,11.8,17.7,1,5,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Chennai and works with cross-functional teams.","SQL, Computer Vision, Python, Machine Learning, Industrial AI, IoT",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100332,DevOps Engineer,Cloud & DevOps,FutureGrid,Nagpur,Maharashtra,Full-time,Senior,7.6,12.8,4,6,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Nagpur and works with cross-functional teams.","Git, AWS, Docker, CI/CD, Kubernetes, Linux",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100333,EV Data Analyst,Automotive & EV,IndusWorks,Hyderabad,Telangana,Full-time,Senior,8.7,12.0,5,7,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Hyderabad and works with cross-functional teams.","Python, Statistics, SQL, Power BI, Sensor Analytics, Excel, EV Analytics, Mechanical Design",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100334,AI Engineer,AI & Machine Learning,FutureGrid,Hyderabad,Telangana,Full-time,Mid Level,10.4,12.9,3,7,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Hyderabad and works with cross-functional teams.","Python, PyTorch, SQL, Deep Learning, Machine Learning, TensorFlow",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100335,Industrial AI Engineer,Engineering & AI,AutoNext,Ahmedabad,Gujarat,Contract,Mid Level,14.4,19.4,3,4,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Ahmedabad and works with cross-functional teams.","RTOS, Communication, SQL, Computer Vision, Machine Learning, IoT, Industrial AI, Python",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100336,DevOps Engineer,Cloud & DevOps,InnoSoft,Nashik,Maharashtra,Contract,Senior,9.2,12.3,4,6,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Nashik and works with cross-functional teams.","Linux, AWS, Docker, Kubernetes, Git, CI/CD",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100337,Cloud Engineer,Cloud & DevOps,NextGen Analytics,Jaipur,Rajasthan,Full-time,Mid Level,9.2,13.4,2,4,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Jaipur and works with cross-functional teams.","Docker, CI/CD, Kubernetes, Industrial Automation, AWS, Linux, Azure, Deep Learning",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100338,Machine Learning Engineer,AI & Machine Learning,DataBridge,Aurangabad,Maharashtra,Full-time,Mid Level,15.7,17.9,2,6,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Aurangabad and works with cross-functional teams.","Docker, Scikit-learn, PyTorch, Machine Learning, TensorFlow, Python",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
